Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,1990 [1990]
Monaco,MCO,Total,TOT,Cambodia,KHM,0
Monaco,MCO,Total,TOT,Cameroon,CMR,0
Monaco,MCO,Total,TOT,Canada,CAN,46
Monaco,MCO,Total,TOT,Cape Verde,CPV,0
Monaco,MCO,Total,TOT,Cayman Islands,CYM,0
Monaco,MCO,Total,TOT,Central African Republic,CAF,0
Monaco,MCO,Total,TOT,Chad,TCD,0
Monaco,MCO,Total,TOT,Channel Islands,CHI,..
Monaco,MCO,Total,TOT,Chile,CHL,4
Monaco,MCO,Total,TOT,China,CHN,0
Monaco,MCO,Total,TOT,Colombia,COL,0
Monaco,MCO,Total,TOT,Comoros,COM,0
Monaco,MCO,Total,TOT,"Congo, Dem. Rep.",COD,0
Monaco,MCO,Total,TOT,"Congo, Rep.",COG,0
Monaco,MCO,Total,TOT,Cook Islands,COK,0
Monaco,MCO,Total,TOT,Costa Rica,CRI,0
Monaco,MCO,Total,TOT,Cote d'Ivoire,CIV,0
Monaco,MCO,Total,TOT,Croatia,HRV,0
Monaco,MCO,Total,TOT,Cuba,CUB,0
Monaco,MCO,Total,TOT,Cyprus,CYP,0
Monaco,MCO,Total,TOT,Czech Republic,CZE,0
Monaco,MCO,Total,TOT,Denmark,DNK,5
Monaco,MCO,Total,TOT,Djibouti,DJI,0
Monaco,MCO,Total,TOT,Dominica,DMA,0
Monaco,MCO,Total,TOT,Dominican Republic,DOM,3
Monaco,MCO,Total,TOT,Ecuador,ECU,0
Monaco,MCO,Total,TOT,"Egypt, Arab Rep.",EGY,55
Monaco,MCO,Total,TOT,El Salvador,SLV,0
Monaco,MCO,Total,TOT,Equatorial Guinea,GNQ,0
Monaco,MCO,Total,TOT,Eritrea,ERI,0
Monaco,MCO,Total,TOT,Estonia,EST,0
Monaco,MCO,Total,TOT,Ethiopia,ETH,0
Monaco,MCO,Total,TOT,Faeroe Islands,FRO,0
Monaco,MCO,Total,TOT,Falkland Islands (Malvinas),FLK,0
Monaco,MCO,Total,TOT,Fiji,FJI,0
Monaco,MCO,Total,TOT,Finland,FIN,1
Monaco,MCO,Total,TOT,France,FRA,1
Monaco,MCO,Total,TOT,French Guiana,GUF,0
Monaco,MCO,Total,TOT,French Polynesia,PYF,6
Monaco,MCO,Total,TOT,Gabon,GAB,0
Monaco,MCO,Total,TOT,"Gambia, The",GMB,0
Monaco,MCO,Total,TOT,Georgia,GEO,0
Monaco,MCO,Total,TOT,Germany,DEU,14
Monaco,MCO,Total,TOT,Ghana,GHA,0
Monaco,MCO,Total,TOT,Gibraltar,GIB,0
Monaco,MCO,Total,TOT,Greece,GRC,2
Monaco,MCO,Total,TOT,Greenland,GRL,0
Monaco,MCO,Total,TOT,Grenada,GRD,0
Monaco,MCO,Total,TOT,Guadeloupe,GLP,0
Monaco,MCO,Total,TOT,Guam,GUM,0
Monaco,MCO,Total,TOT,Guatemala,GTM,0
Monaco,MCO,Total,TOT,Guinea,GIN,0
Monaco,MCO,Total,TOT,Guinea-Bissau,GNB,0
Monaco,MCO,Total,TOT,Guyana,GUY,0
Monaco,MCO,Total,TOT,Haiti,HTI,0
Monaco,MCO,Total,TOT,Honduras,HND,0
Monaco,MCO,Total,TOT,"Hong Kong SAR, China",HKG,0
Monaco,MCO,Total,TOT,Hungary,HUN,0
Monaco,MCO,Total,TOT,Iceland,ISL,0
Monaco,MCO,Total,TOT,India,IND,11
Monaco,MCO,Total,TOT,Indonesia,IDN,10
Monaco,MCO,Total,TOT,"Iran, Islamic Rep.",IRN,0
Monaco,MCO,Total,TOT,Iraq,IRQ,0
Monaco,MCO,Total,TOT,Ireland,IRL,0
Monaco,MCO,Total,TOT,Isle of Man,IMY,..
Monaco,MCO,Total,TOT,Israel,ISR,0
Monaco,MCO,Total,TOT,Italy,ITA,0
Monaco,MCO,Total,TOT,Jamaica,JAM,0
Monaco,MCO,Total,TOT,Japan,JPN,2
Monaco,MCO,Total,TOT,Jordan,JOR,0
Monaco,MCO,Total,TOT,Kazakhstan,KAZ,0
Monaco,MCO,Total,TOT,Kenya,KEN,0
Monaco,MCO,Total,TOT,Kiribati,KIR,0
Monaco,MCO,Total,TOT,"Korea, Dem. Rep.",PRK,0
Monaco,MCO,Total,TOT,"Korea, Rep.",KOR,0
Monaco,MCO,Total,TOT,Kosovo,KSV,..
Monaco,MCO,Total,TOT,Kuwait,KWT,0
Monaco,MCO,Total,TOT,Kyrgyz Republic,KGZ,0
Monaco,MCO,Total,TOT,Lao PDR,LAO,0
Monaco,MCO,Total,TOT,Latvia,LVA,0
Monaco,MCO,Total,TOT,Lebanon,LBN,0
Monaco,MCO,Total,TOT,Lesotho,LSO,0
Monaco,MCO,Total,TOT,Liberia,LBR,0
Monaco,MCO,Total,TOT,Libya,LBY,2
Monaco,MCO,Total,TOT,Liechtenstein,LIE,0
Monaco,MCO,Total,TOT,Lithuania,LTU,0
Monaco,MCO,Total,TOT,Luxembourg,LUX,9
Monaco,MCO,Total,TOT,"Macao SAR, China",MAC,0
Monaco,MCO,Total,TOT,"Macedonia, FYR",MKD,9
Monaco,MCO,Total,TOT,Madagascar,MDG,0
Monaco,MCO,Total,TOT,Malawi,MWI,6
Monaco,MCO,Total,TOT,Malaysia,MYS,0
Monaco,MCO,Total,TOT,Maldives,MDV,0
Monaco,MCO,Total,TOT,Mali,MLI,0
Monaco,MCO,Total,TOT,Malta,MLT,0
Monaco,MCO,Total,TOT,Marshall Islands,MHL,0
Monaco,MCO,Total,TOT,Martinique,MTQ,0
Monaco,MCO,Total,TOT,Mauritania,MRT,0
Monaco,MCO,Total,TOT,Mauritius,MUS,0
Monaco,MCO,Total,TOT,Mayotte,MYT,0
Monaco,MCO,Total,TOT,Mexico,MEX,0
Monaco,MCO,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Monaco,MCO,Total,TOT,Moldova,MDA,0
Monaco,MCO,Total,TOT,Monaco,MCO,0
Monaco,MCO,Total,TOT,Mongolia,MNG,0
Monaco,MCO,Total,TOT,Montenegro,MNE,..
Monaco,MCO,Total,TOT,Montserrat,MSR,0
Monaco,MCO,Total,TOT,Morocco,MAR,0
Monaco,MCO,Total,TOT,Mozambique,MOZ,0
Monaco,MCO,Total,TOT,Myanmar,MMR,4
Monaco,MCO,Total,TOT,Namibia,NAM,1
Monaco,MCO,Total,TOT,Naura,NRU,0
Monaco,MCO,Total,TOT,Nepal,NPL,0
Monaco,MCO,Total,TOT,Netherlands,NLD,0
Monaco,MCO,Total,TOT,Netherlands Antilles,ANT,0
Monaco,MCO,Total,TOT,New Caledonia,NCL,0
Monaco,MCO,Total,TOT,New Zealand,NZL,3
Monaco,MCO,Total,TOT,Nicaragua,NIC,0
Monaco,MCO,Total,TOT,Niger,NER,0
Monaco,MCO,Total,TOT,Nigeria,NGA,0
Monaco,MCO,Total,TOT,Niue,NIU,0
Monaco,MCO,Total,TOT,Norfolk Island,NFK,0
Monaco,MCO,Total,TOT,Northern Mariana Islands,MNP,0
Monaco,MCO,Total,TOT,Norway,NOR,0
Monaco,MCO,Total,TOT,Oman,OMN,0
Monaco,MCO,Total,TOT,Pakistan,PAK,0
Monaco,MCO,Total,TOT,Palau,PLW,0
Monaco,MCO,Total,TOT,Panama,PAN,0
Monaco,MCO,Total,TOT,Papua New Guinea,PNG,0
Monaco,MCO,Total,TOT,Paraguay,PRY,0
Monaco,MCO,Total,TOT,Peru,PER,16
Monaco,MCO,Total,TOT,Philippines,PHL,171
Monaco,MCO,Total,TOT,Poland,POL,1
Monaco,MCO,Total,TOT,Portugal,PRT,19
Monaco,MCO,Total,TOT,Puerto Rico,PRI,0
Monaco,MCO,Total,TOT,Qatar,QAT,0
Monaco,MCO,Total,TOT,Reunion,REU,13
Monaco,MCO,Total,TOT,Romania,ROM,0
Monaco,MCO,Total,TOT,Russian Federation,RUS,0
Monaco,MCO,Total,TOT,Rwanda,RWA,0
Monaco,MCO,Total,TOT,Saint Helena,SHN,0
Monaco,MCO,Total,TOT,Saint Pierre and Miquelon,SPM,0
Monaco,MCO,Total,TOT,Samoa,WSM,0
Monaco,MCO,Total,TOT,San Marino,SMR,0
Monaco,MCO,Total,TOT,Sao Tome and Principe,STP,0
Monaco,MCO,Total,TOT,Saudi Arabia,SAU,0
Monaco,MCO,Total,TOT,Senegal,SEN,0
Monaco,MCO,Total,TOT,Serbia,SRB,..
Monaco,MCO,Total,TOT,Serbia and Montenegro,SCG,3
Monaco,MCO,Total,TOT,Seychelles,SYC,0
Monaco,MCO,Total,TOT,Sierra Leone,SLE,0
Monaco,MCO,Total,TOT,Singapore,SGP,0
Monaco,MCO,Total,TOT,Slovak Republic,SVK,0
Monaco,MCO,Total,TOT,Slovenia,SVN,0
Monaco,MCO,Total,TOT,Solomon Islands,SLB,0
Monaco,MCO,Total,TOT,Somalia,SOM,0
Monaco,MCO,Total,TOT,South Africa,ZAF,2
Monaco,MCO,Total,TOT,Spain,ESP,0
Monaco,MCO,Total,TOT,Sri Lanka,LKA,0
Monaco,MCO,Total,TOT,St. Kitts and Nevis,KNA,0
Monaco,MCO,Total,TOT,St. Lucia,LCA,0
Monaco,MCO,Total,TOT,St. Vincent and the Grenadines,VCT,0
Monaco,MCO,Total,TOT,Sudan,SDN,0
Monaco,MCO,Total,TOT,Suriname,SUR,0
Monaco,MCO,Total,TOT,Swaziland,SWZ,0
Monaco,MCO,Total,TOT,Sweden,SWE,0
Monaco,MCO,Total,TOT,Switzerland,CHE,89
Monaco,MCO,Total,TOT,Syrian Arab Republic,SYR,0
Monaco,MCO,Total,TOT,"Taiwan, China",TWN,0
Monaco,MCO,Total,TOT,Tajikistan,TJK,0
Monaco,MCO,Total,TOT,Tanzania,TZA,0
Monaco,MCO,Total,TOT,Thailand,THA,100
Monaco,MCO,Total,TOT,Timor-Leste,TLS,0
Monaco,MCO,Total,TOT,Togo,TGO,0
Monaco,MCO,Total,TOT,Tokelau,TKL,0
Monaco,MCO,Total,TOT,Tonga,TON,0
Monaco,MCO,Total,TOT,Trinidad and Tobago,TTO,0
Monaco,MCO,Total,TOT,Tunisia,TUN,3
Monaco,MCO,Total,TOT,Turkey,TUR,0
Monaco,MCO,Total,TOT,Turkmenistan,TKM,0
Monaco,MCO,Total,TOT,Turks and Caicos Islands,TCA,0
Monaco,MCO,Total,TOT,Tuvalu,TUV,0
Monaco,MCO,Total,TOT,Uganda,UGA,0
Monaco,MCO,Total,TOT,Ukraine,UKR,0
Monaco,MCO,Total,TOT,United Arab Emirates,ARE,0
Monaco,MCO,Total,TOT,United Kingdom,GBR,0
Monaco,MCO,Total,TOT,United States,USA,334
Monaco,MCO,Total,TOT,Uruguay,URY,0
Monaco,MCO,Total,TOT,Uzbekistan,UZB,0
Monaco,MCO,Total,TOT,Vanuatu,VUT,0
Monaco,MCO,Total,TOT,"Venezuela, RB",VEN,0
Monaco,MCO,Total,TOT,Vietnam,VNM,0
Monaco,MCO,Total,TOT,Virgin Islands (U.S.),VIR,0
Monaco,MCO,Total,TOT,"Virgin Islands, British",VGB,0
Monaco,MCO,Total,TOT,Wallis and Futuna,WLF,0
Monaco,MCO,Total,TOT,West Bank and Gaza,PSE,0
Monaco,MCO,Total,TOT,"Yemen, Rep.",YEM,0
Monaco,MCO,Total,TOT,Zambia,ZMB,0
Monaco,MCO,Total,TOT,Zimbabwe,ZWE,0
Mongolia,MNG,Total,TOT,Afghanistan,AFG,0
Mongolia,MNG,Total,TOT,Albania,ALB,2
Mongolia,MNG,Total,TOT,Algeria,DZA,0
Mongolia,MNG,Total,TOT,American Samoa,ASM,0
Mongolia,MNG,Total,TOT,Andorra,AND,0
Mongolia,MNG,Total,TOT,Angola,AGO,0
Mongolia,MNG,Total,TOT,Anguilla,AIA,0
Mongolia,MNG,Total,TOT,Antigua and Barbuda,ATG,0
Mongolia,MNG,Total,TOT,Argentina,ARG,0
Mongolia,MNG,Total,TOT,Armenia,ARM,0
Mongolia,MNG,Total,TOT,Aruba,ABW,0
Mongolia,MNG,Total,TOT,Australia,AUS,0
Mongolia,MNG,Total,TOT,Austria,AUT,5
Mongolia,MNG,Total,TOT,Azerbaijan,AZE,0
Mongolia,MNG,Total,TOT,"Bahamas, The",BHS,0
Mongolia,MNG,Total,TOT,Bahrain,BHR,3
Mongolia,MNG,Total,TOT,Bangladesh,BGD,0
Mongolia,MNG,Total,TOT,Barbados,BRB,0
Mongolia,MNG,Total,TOT,Belarus,BLR,0
Mongolia,MNG,Total,TOT,Belgium,BEL,4
Mongolia,MNG,Total,TOT,Belize,BLZ,0
Mongolia,MNG,Total,TOT,Benin,BEN,0
Mongolia,MNG,Total,TOT,Bermuda,BMU,0
Mongolia,MNG,Total,TOT,Bhutan,BTN,0
Mongolia,MNG,Total,TOT,Bolivia,BOL,0
Mongolia,MNG,Total,TOT,Bosnia and Herzegovina,BIH,0
Mongolia,MNG,Total,TOT,Botswana,BWA,0
Mongolia,MNG,Total,TOT,Brazil,BRA,3
Mongolia,MNG,Total,TOT,Brunei Darussalam,BRN,0
Mongolia,MNG,Total,TOT,Bulgaria,BGR,18
Mongolia,MNG,Total,TOT,Burkina Faso,BFA,0
Mongolia,MNG,Total,TOT,Burundi,BDI,0
Mongolia,MNG,Total,TOT,Cambodia,KHM,0
Mongolia,MNG,Total,TOT,Cameroon,CMR,0
Mongolia,MNG,Total,TOT,Canada,CAN,0
Mongolia,MNG,Total,TOT,Cape Verde,CPV,0
Mongolia,MNG,Total,TOT,Cayman Islands,CYM,0
Mongolia,MNG,Total,TOT,Central African Republic,CAF,0
Mongolia,MNG,Total,TOT,Chad,TCD,0
Mongolia,MNG,Total,TOT,Channel Islands,CHI,..
Mongolia,MNG,Total,TOT,Chile,CHL,0
Mongolia,MNG,Total,TOT,China,CHN,1
Mongolia,MNG,Total,TOT,Colombia,COL,3
Mongolia,MNG,Total,TOT,Comoros,COM,0
Mongolia,MNG,Total,TOT,"Congo, Dem. Rep.",COD,0
Mongolia,MNG,Total,TOT,"Congo, Rep.",COG,0
Mongolia,MNG,Total,TOT,Cook Islands,COK,0
Mongolia,MNG,Total,TOT,Costa Rica,CRI,1
Mongolia,MNG,Total,TOT,Cote d'Ivoire,CIV,0
Mongolia,MNG,Total,TOT,Croatia,HRV,14
Mongolia,MNG,Total,TOT,Cuba,CUB,0
Mongolia,MNG,Total,TOT,Cyprus,CYP,32
Mongolia,MNG,Total,TOT,Czech Republic,CZE,24
Mongolia,MNG,Total,TOT,Denmark,DNK,2
Mongolia,MNG,Total,TOT,Djibouti,DJI,0
Mongolia,MNG,Total,TOT,Dominica,DMA,0
Mongolia,MNG,Total,TOT,Dominican Republic,DOM,3
Mongolia,MNG,Total,TOT,Ecuador,ECU,0
Mongolia,MNG,Total,TOT,"Egypt, Arab Rep.",EGY,0
Mongolia,MNG,Total,TOT,El Salvador,SLV,0
Mongolia,MNG,Total,TOT,Equatorial Guinea,GNQ,0
Mongolia,MNG,Total,TOT,Eritrea,ERI,0
Mongolia,MNG,Total,TOT,Estonia,EST,0
Mongolia,MNG,Total,TOT,Ethiopia,ETH,0
Mongolia,MNG,Total,TOT,Faeroe Islands,FRO,0
Mongolia,MNG,Total,TOT,Falkland Islands (Malvinas),FLK,0
Mongolia,MNG,Total,TOT,Fiji,FJI,0
Mongolia,MNG,Total,TOT,Finland,FIN,0
Mongolia,MNG,Total,TOT,France,FRA,0
Mongolia,MNG,Total,TOT,French Guiana,GUF,0
Mongolia,MNG,Total,TOT,French Polynesia,PYF,0
Mongolia,MNG,Total,TOT,Gabon,GAB,0
Mongolia,MNG,Total,TOT,"Gambia, The",GMB,0
Mongolia,MNG,Total,TOT,Georgia,GEO,0
Mongolia,MNG,Total,TOT,Germany,DEU,16
Mongolia,MNG,Total,TOT,Ghana,GHA,0
Mongolia,MNG,Total,TOT,Gibraltar,GIB,0
Mongolia,MNG,Total,TOT,Greece,GRC,4
Mongolia,MNG,Total,TOT,Greenland,GRL,0
Mongolia,MNG,Total,TOT,Grenada,GRD,0
Mongolia,MNG,Total,TOT,Guadeloupe,GLP,0
Mongolia,MNG,Total,TOT,Guam,GUM,0
Mongolia,MNG,Total,TOT,Guatemala,GTM,0
Mongolia,MNG,Total,TOT,Guinea,GIN,0
Mongolia,MNG,Total,TOT,Guinea-Bissau,GNB,0
Mongolia,MNG,Total,TOT,Guyana,GUY,0
Mongolia,MNG,Total,TOT,Haiti,HTI,0
Mongolia,MNG,Total,TOT,Honduras,HND,0
Mongolia,MNG,Total,TOT,"Hong Kong SAR, China",HKG,0
Mongolia,MNG,Total,TOT,Hungary,HUN,1484
Mongolia,MNG,Total,TOT,Iceland,ISL,0
Mongolia,MNG,Total,TOT,India,IND,2
Mongolia,MNG,Total,TOT,Indonesia,IDN,0
Mongolia,MNG,Total,TOT,"Iran, Islamic Rep.",IRN,0
Mongolia,MNG,Total,TOT,Iraq,IRQ,0
Mongolia,MNG,Total,TOT,Ireland,IRL,0
Mongolia,MNG,Total,TOT,Isle of Man,IMY,..
Mongolia,MNG,Total,TOT,Israel,ISR,2
Mongolia,MNG,Total,TOT,Italy,ITA,28
Mongolia,MNG,Total,TOT,Jamaica,JAM,0
Mongolia,MNG,Total,TOT,Japan,JPN,26
Mongolia,MNG,Total,TOT,Jordan,JOR,0
Mongolia,MNG,Total,TOT,Kazakhstan,KAZ,0
Mongolia,MNG,Total,TOT,Kenya,KEN,0
Mongolia,MNG,Total,TOT,Kiribati,KIR,0
Mongolia,MNG,Total,TOT,"Korea, Dem. Rep.",PRK,0
Mongolia,MNG,Total,TOT,"Korea, Rep.",KOR,0
Mongolia,MNG,Total,TOT,Kosovo,KSV,..
Mongolia,MNG,Total,TOT,Kuwait,KWT,12
Mongolia,MNG,Total,TOT,Kyrgyz Republic,KGZ,0
Mongolia,MNG,Total,TOT,Lao PDR,LAO,0
Mongolia,MNG,Total,TOT,Latvia,LVA,0
Mongolia,MNG,Total,TOT,Lebanon,LBN,1
Mongolia,MNG,Total,TOT,Lesotho,LSO,0
Mongolia,MNG,Total,TOT,Liberia,LBR,0
Mongolia,MNG,Total,TOT,Libya,LBY,0
Mongolia,MNG,Total,TOT,Liechtenstein,LIE,0
Mongolia,MNG,Total,TOT,Lithuania,LTU,0
Mongolia,MNG,Total,TOT,Luxembourg,LUX,0
Mongolia,MNG,Total,TOT,"Macao SAR, China",MAC,0
Mongolia,MNG,Total,TOT,"Macedonia, FYR",MKD,0
Mongolia,MNG,Total,TOT,Madagascar,MDG,0
Mongolia,MNG,Total,TOT,Malawi,MWI,0
Mongolia,MNG,Total,TOT,Malaysia,MYS,0
Mongolia,MNG,Total,TOT,Maldives,MDV,0
Mongolia,MNG,Total,TOT,Mali,MLI,0
Mongolia,MNG,Total,TOT,Malta,MLT,6
Mongolia,MNG,Total,TOT,Marshall Islands,MHL,0
Mongolia,MNG,Total,TOT,Martinique,MTQ,0
Mongolia,MNG,Total,TOT,Mauritania,MRT,0
Mongolia,MNG,Total,TOT,Mauritius,MUS,0
Mongolia,MNG,Total,TOT,Mayotte,MYT,0
Mongolia,MNG,Total,TOT,Mexico,MEX,0
Mongolia,MNG,Total,TOT,"Micronesia, Fed. Sts.",FSM,0
Mongolia,MNG,Total,TOT,Moldova,MDA,0
Mongolia,MNG,Total,TOT,Monaco,MCO,0
Mongolia,MNG,Total,TOT,Mongolia,MNG,0
Mongolia,MNG,Total,TOT,Montenegro,MNE,..
Mongolia,MNG,Total,TOT,Montserrat,MSR,0
Mongolia,MNG,Total,TOT,Morocco,MAR,0
Mongolia,MNG,Total,TOT,Mozambique,MOZ,0
Mongolia,MNG,Total,TOT,Myanmar,MMR,0
Mongolia,MNG,Total,TOT,Namibia,NAM,0
Mongolia,MNG,Total,TOT,Naura,NRU,0
Mongolia,MNG,Total,TOT,Nepal,NPL,0
Mongolia,MNG,Total,TOT,Netherlands,NLD,0
Mongolia,MNG,Total,TOT,Netherlands Antilles,ANT,0
Mongolia,MNG,Total,TOT,New Caledonia,NCL,0
Mongolia,MNG,Total,TOT,New Zealand,NZL,3
Mongolia,MNG,Total,TOT,Nicaragua,NIC,0
Mongolia,MNG,Total,TOT,Niger,NER,0
Mongolia,MNG,Total,TOT,Nigeria,NGA,0
Mongolia,MNG,Total,TOT,Niue,NIU,0
Mongolia,MNG,Total,TOT,Norfolk Island,NFK,0
Mongolia,MNG,Total,TOT,Northern Mariana Islands,MNP,0
Mongolia,MNG,Total,TOT,Norway,NOR,0
Mongolia,MNG,Total,TOT,Oman,OMN,0
Mongolia,MNG,Total,TOT,Pakistan,PAK,0
Mongolia,MNG,Total,TOT,Palau,PLW,0
Mongolia,MNG,Total,TOT,Panama,PAN,0
Mongolia,MNG,Total,TOT,Papua New Guinea,PNG,0
Mongolia,MNG,Total,TOT,Paraguay,PRY,0
Mongolia,MNG,Total,TOT,Peru,PER,0
Mongolia,MNG,Total,TOT,Philippines,PHL,0
Mongolia,MNG,Total,TOT,Poland,POL,104
Mongolia,MNG,Total,TOT,Portugal,PRT,0
Mongolia,MNG,Total,TOT,Puerto Rico,PRI,0
Mongolia,MNG,Total,TOT,Qatar,QAT,2
Mongolia,MNG,Total,TOT,Reunion,REU,0
Mongolia,MNG,Total,TOT,Romania,ROM,0
Mongolia,MNG,Total,TOT,Russian Federation,RUS,0
Mongolia,MNG,Total,TOT,Rwanda,RWA,0
Mongolia,MNG,Total,TOT,Saint Helena,SHN,0
Mongolia,MNG,Total,TOT,Saint Pierre and Miquelon,SPM,0
Mongolia,MNG,Total,TOT,Samoa,WSM,0
Mongolia,MNG,Total,TOT,San Marino,SMR,0
Mongolia,MNG,Total,TOT,Sao Tome and Principe,STP,0
Mongolia,MNG,Total,TOT,Saudi Arabia,SAU,2
Mongolia,MNG,Total,TOT,Senegal,SEN,0
Mongolia,MNG,Total,TOT,Serbia,SRB,..
Mongolia,MNG,Total,TOT,Serbia and Montenegro,SCG,0
Mongolia,MNG,Total,TOT,Seychelles,SYC,0
Mongolia,MNG,Total,TOT,Sierra Leone,SLE,0
Mongolia,MNG,Total,TOT,Singapore,SGP,0
Mongolia,MNG,Total,TOT,Slovak Republic,SVK,4
Mongolia,MNG,Total,TOT,Slovenia,SVN,0
Mongolia,MNG,Total,TOT,Solomon Islands,SLB,0
Mongolia,MNG,Total,TOT,Somalia,SOM,0
Mongolia,MNG,Total,TOT,South Africa,ZAF,0
Mongolia,MNG,Total,TOT,Spain,ESP,3
Mongolia,MNG,Total,TOT,Sri Lanka,LKA,0
Mongolia,MNG,Total,TOT,St. Kitts and Nevis,KNA,0
Mongolia,MNG,Total,TOT,St. Lucia,LCA,0
Mongolia,MNG,Total,TOT,St. Vincent and the Grenadines,VCT,0
Mongolia,MNG,Total,TOT,Sudan,SDN,0
Mongolia,MNG,Total,TOT,Suriname,SUR,0
Mongolia,MNG,Total,TOT,Swaziland,SWZ,0
Mongolia,MNG,Total,TOT,Sweden,SWE,7
Mongolia,MNG,Total,TOT,Switzerland,CHE,68
Mongolia,MNG,Total,TOT,Syrian Arab Republic,SYR,0
Mongolia,MNG,Total,TOT,"Taiwan, China",TWN,0
Mongolia,MNG,Total,TOT,Tajikistan,TJK,0
Mongolia,MNG,Total,TOT,Tanzania,TZA,0
Mongolia,MNG,Total,TOT,Thailand,THA,1
Mongolia,MNG,Total,TOT,Timor-Leste,TLS,0
Mongolia,MNG,Total,TOT,Togo,TGO,0
Mongolia,MNG,Total,TOT,Tokelau,TKL,0
Mongolia,MNG,Total,TOT,Tonga,TON,0
Mongolia,MNG,Total,TOT,Trinidad and Tobago,TTO,0
Mongolia,MNG,Total,TOT,Tunisia,TUN,0
Mongolia,MNG,Total,TOT,Turkey,TUR,3
Mongolia,MNG,Total,TOT,Turkmenistan,TKM,0
Mongolia,MNG,Total,TOT,Turks and Caicos Islands,TCA,0
Mongolia,MNG,Total,TOT,Tuvalu,TUV,0
Mongolia,MNG,Total,TOT,Uganda,UGA,0
Mongolia,MNG,Total,TOT,Ukraine,UKR,0
Mongolia,MNG,Total,TOT,United Arab Emirates,ARE,2
Mongolia,MNG,Total,TOT,United Kingdom,GBR,0
Mongolia,MNG,Total,TOT,United States,USA,101
Mongolia,MNG,Total,TOT,Uruguay,URY,0
Mongolia,MNG,Total,TOT,Uzbekistan,UZB,0
Mongolia,MNG,Total,TOT,Vanuatu,VUT,0
Mongolia,MNG,Total,TOT,"Venezuela, RB",VEN,0
Mongolia,MNG,Total,TOT,Vietnam,VNM,0
Mongolia,MNG,Total,TOT,Virgin Islands (U.S.),VIR,0
Mongolia,MNG,Total,TOT,"Virgin Islands, British",VGB,0
Mongolia,MNG,Total,TOT,Wallis and Futuna,WLF,0
Mongolia,MNG,Total,TOT,West Bank and Gaza,PSE,0
Mongolia,MNG,Total,TOT,"Yemen, Rep.",YEM,24
Mongolia,MNG,Total,TOT,Zambia,ZMB,0
Mongolia,MNG,Total,TOT,Zimbabwe,ZWE,0
Montenegro,MNE,Total,TOT,Afghanistan,AFG,..
Montenegro,MNE,Total,TOT,Albania,ALB,..
Montenegro,MNE,Total,TOT,Algeria,DZA,..
Montenegro,MNE,Total,TOT,American Samoa,ASM,..
Montenegro,MNE,Total,TOT,Andorra,AND,..
Montenegro,MNE,Total,TOT,Angola,AGO,..
Montenegro,MNE,Total,TOT,Anguilla,AIA,..
Montenegro,MNE,Total,TOT,Antigua and Barbuda,ATG,..
Montenegro,MNE,Total,TOT,Argentina,ARG,..
Montenegro,MNE,Total,TOT,Armenia,ARM,..
Montenegro,MNE,Total,TOT,Aruba,ABW,..
Montenegro,MNE,Total,TOT,Australia,AUS,..
Montenegro,MNE,Total,TOT,Austria,AUT,..
Montenegro,MNE,Total,TOT,Azerbaijan,AZE,..
Montenegro,MNE,Total,TOT,"Bahamas, The",BHS,..
Montenegro,MNE,Total,TOT,Bahrain,BHR,..
Montenegro,MNE,Total,TOT,Bangladesh,BGD,..
Montenegro,MNE,Total,TOT,Barbados,BRB,..
Montenegro,MNE,Total,TOT,Belarus,BLR,..
Montenegro,MNE,Total,TOT,Belgium,BEL,..
Montenegro,MNE,Total,TOT,Belize,BLZ,..
Montenegro,MNE,Total,TOT,Benin,BEN,..
Montenegro,MNE,Total,TOT,Bermuda,BMU,..
Montenegro,MNE,Total,TOT,Bhutan,BTN,..
Montenegro,MNE,Total,TOT,Bolivia,BOL,..
Montenegro,MNE,Total,TOT,Bosnia and Herzegovina,BIH,..
Montenegro,MNE,Total,TOT,Botswana,BWA,..
Montenegro,MNE,Total,TOT,Brazil,BRA,..
Montenegro,MNE,Total,TOT,Brunei Darussalam,BRN,..
Montenegro,MNE,Total,TOT,Bulgaria,BGR,..
Montenegro,MNE,Total,TOT,Burkina Faso,BFA,..
Montenegro,MNE,Total,TOT,Burundi,BDI,..
Montenegro,MNE,Total,TOT,Cambodia,KHM,..
Montenegro,MNE,Total,TOT,Cameroon,CMR,..
Montenegro,MNE,Total,TOT,Canada,CAN,..
Montenegro,MNE,Total,TOT,Cape Verde,CPV,..
Montenegro,MNE,Total,TOT,Cayman Islands,CYM,..
Montenegro,MNE,Total,TOT,Central African Republic,CAF,..
Montenegro,MNE,Total,TOT,Chad,TCD,..
Montenegro,MNE,Total,TOT,Channel Islands,CHI,..
Montenegro,MNE,Total,TOT,Chile,CHL,..
Montenegro,MNE,Total,TOT,China,CHN,..
Montenegro,MNE,Total,TOT,Colombia,COL,..
Montenegro,MNE,Total,TOT,Comoros,COM,..
Montenegro,MNE,Total,TOT,"Congo, Dem. Rep.",COD,..
Montenegro,MNE,Total,TOT,"Congo, Rep.",COG,..
Montenegro,MNE,Total,TOT,Cook Islands,COK,..
Montenegro,MNE,Total,TOT,Costa Rica,CRI,..
